"","theta","phys","Ppu","Ps","Pu","Pps","PpAll","PsiU","PsiS"
"54",-14.7,"Plain",7.46789973616131e-45,1.1430003744051e-35,9.95719964821508e-45,2.85750093601275e-36,2.85750094348065e-36,2.61343736498119e-09,0.999999997386563
"55",-14.6,"Plain",2.33337610890925e-44,2.65509422337515e-35,3.11116814521233e-44,6.63773555843786e-36,6.63773558177163e-36,3.51531946424185e-09,0.999999996484681
"56",-14.5,"Plain",7.24338527513267e-44,6.1397963404805e-35,9.65784703351022e-44,1.53494908512013e-35,1.53494909236351e-35,4.71897427163484e-09,0.999999995281026
"57",-14.4,"Plain",2.2339270945915e-43,1.41341096483594e-34,2.97856945945533e-43,3.53352741208985e-35,3.53352743442912e-35,6.32208787407481e-09,0.999999993677912
"58",-14.3,"Plain",6.84489792211592e-43,3.2390929380467e-34,9.12653056282122e-43,8.09773234511676e-35,8.09773241356574e-35,8.45285763042626e-09,0.999999991547142
"59",-14.2,"Plain",2.08370160784975e-42,7.38956417243677e-34,2.77826881046633e-42,1.84739104310919e-34,1.84739106394621e-34,1.12791582059445e-08,0.999999988720842
"60",-14.1,"Plain",6.30194557858534e-42,1.67824245504595e-33,8.40259410478046e-42,4.19560613761488e-34,4.19560620063434e-34,1.50203457551201e-08,0.999999984979654
"61",-14,"Plain",1.89358297687475e-41,3.79429457101499e-33,2.52477730249967e-41,9.48573642753747e-34,9.48573661689576e-34,1.99624241463963e-08,0.999999980037576
"62",-13.9,"Plain",5.65281280078624e-41,8.53980291744008e-33,7.53708373438165e-41,2.13495072936002e-33,2.13495078588815e-33,2.64774852804611e-08,0.999999973522515
"63",-13.8,"Plain",1.67654585811653e-40,1.9133971133724e-32,2.2353944774887e-40,4.78349278343099e-33,4.78349295108558e-33,3.50485696385535e-08,0.99999996495143
"64",-13.7,"Plain",4.94011252399007e-40,4.26778805357829e-32,6.58681669865343e-40,1.06694701339457e-32,1.0669470627957e-32,4.63013836042212e-08,0.999999953698616
"65",-13.6,"Plain",1.44620152791386e-39,9.47634874348422e-32,1.92826870388515e-39,2.36908718587106e-32,2.36908733049121e-32,6.10446693670007e-08,0.999999938955331
"66",-13.5,"Plain",4.20621397011225e-39,2.09468966175528e-31,5.608285293483e-39,5.23672415438821e-32,5.2367245750096e-32,8.03214664025849e-08,0.999999919678534
"67",-13.4,"Plain",1.21541468007352e-38,4.6093406568149e-31,1.62055290676469e-38,1.15233516420373e-31,1.15233528574519e-31,1.05474048665231e-07,0.999999894525951
"68",-13.3,"Plain",3.48921848250672e-38,1.00971401810429e-30,4.65229131000895e-38,2.52428504526072e-31,2.52428539418257e-31,1.382259902366e-07,0.99999986177401
"69",-13.2,"Plain",9.9518179233972e-38,2.20190424083025e-30,1.32690905645296e-37,5.50476060207563e-31,5.50476159725742e-31,1.80785629814657e-07,0.99999981921437
"70",-13.1,"Plain",2.81998793118817e-37,4.78012146904091e-30,3.7599839082509e-37,1.19503036726023e-30,1.19503064925902e-30,2.35976201358242e-07,0.999999764023799
"71",-13,"Plain",7.93894235098542e-37,1.03304657033828e-29,1.05852564679806e-36,2.5826164258457e-30,2.58261721973994e-30,3.07399110108344e-07,0.99999969260089
"72",-12.9,"Plain",2.22048895662458e-36,2.22249775179714e-29,2.9606519421661e-36,5.55624437949284e-30,5.55624659998179e-30,3.99638301984626e-07,0.999999600361698
"73",-12.8,"Plain",6.17028405311017e-36,4.75995912223733e-29,8.22704540414689e-36,1.18998978055933e-29,1.18999039758774e-29,5.18515449000103e-07,0.999999481484551
"74",-12.7,"Plain",1.7034612865922e-35,1.01485869853964e-28,2.27128171545626e-35,2.5371467463491e-29,2.53714844981039e-29,6.71407810890808e-07,0.999999328592189
"75",-12.6,"Plain",4.67229170579408e-35,2.15401337938552e-28,6.2297222743921e-35,5.38503344846381e-29,5.38503812075552e-29,8.67643199736265e-07,0.9999991323568
"76",-12.5,"Plain",1.27320460628073e-34,4.55126032544319e-28,1.69760614170765e-34,1.1378150813608e-28,1.1378163545654e-28,1.11898954622343e-06,0.999998881010454
"77",-12.4,"Plain",3.44696619055497e-34,9.57316227157635e-28,4.59595492073996e-34,2.39329056789409e-28,2.39329401486028e-28,1.44026023094208e-06,0.999998559739769
"78",-12.3,"Plain",9.27142344825293e-34,2.00456261505899e-27,1.23618979310039e-33,5.01140653764747e-28,5.01141580907091e-28,1.85006070170254e-06,0.999998149939298
"79",-12.2,"Plain",2.47757254959114e-33,4.17853741429071e-27,3.30343006612151e-33,1.04463435357268e-27,1.04463683114523e-27,2.37170706194132e-06,0.999997628292938
"80",-12.1,"Plain",6.57774321072403e-33,8.67100479575397e-27,8.77032428096537e-33,2.16775119893849e-27,2.1677577766817e-27,3.03435341414986e-06,0.999996965646586
"81",-12,"Plain",1.73499417108821e-32,1.79124512040634e-26,2.31332556145095e-32,4.47811280101584e-27,4.47813015095756e-27,3.87437191997919e-06,0.99999612562808
"82",-11.9,"Plain",4.54663086430797e-32,3.68367305095329e-26,6.06217448574396e-32,9.20918262738321e-27,9.20922809369186e-27,4.93703795589809e-06,0.999995062962044
"83",-11.8,"Plain",1.18372805872148e-31,7.54132393351921e-26,1.5783040782953e-31,1.8853309833798e-26,1.88534282066039e-26,6.27858257792524e-06,0.999993721417422
"84",-11.7,"Plain",3.06185598066524e-31,1.53693173425355e-25,4.08247464088699e-31,3.84232933563387e-26,3.84235995419367e-26,7.96868595646131e-06,0.999992031314044
"85",-11.6,"Plain",7.86843110834367e-31,3.11818603642791e-25,1.04912414777916e-30,7.79546509106978e-26,7.79554377538087e-26,1.00934987155008e-05,0.999989906501285
"86",-11.5,"Plain",2.00891751391205e-30,6.29781544296182e-25,2.67855668521607e-30,1.57445386074046e-25,1.57447394991559e-25,1.27592934390547e-05,0.999987240706561
"87",-11.4,"Plain",5.09573264349066e-30,1.26624662052627e-24,6.79431019132088e-30,3.16561655131567e-25,3.16566750864211e-25,1.60968662362032e-05,0.999983903133764
"88",-11.3,"Plain",1.28416767434178e-29,2.53446986438123e-24,1.71222356578904e-29,6.33617466095307e-25,6.3363030777205e-25,2.02668284422367e-05,0.999979733171558
"89",-11.2,"Plain",3.2151956355263e-29,5.05005870611231e-24,4.28692751403507e-29,1.26251467652808e-24,1.26254682848443e-24,2.54659515432456e-05,0.999974534048457
"90",-11.1,"Plain",7.99767302349271e-29,1.00171963005881e-23,1.06635640313236e-28,2.50429907514702e-24,2.50437905187726e-24,3.19347545152869e-05,0.999968065245485
"91",-11,"Plain",1.97647104309659e-28,1.97804608095528e-23,2.63529472412878e-28,4.94511520238819e-24,4.9453128494925e-24,3.99665522333823e-05,0.999960033447767
"92",-10.9,"Plain",4.85274910398416e-28,3.88836555935967e-23,6.47033213864555e-28,9.72091389839918e-24,9.72139917330958e-24,4.99182166833303e-05,0.999950081783317
"93",-10.8,"Plain",1.18373854896707e-27,7.60918658199053e-23,1.57831806528943e-27,1.90229664549763e-23,1.90241501935253e-23,6.22229396280707e-05,0.999937777060372
"94",-10.7,"Plain",2.86876064386456e-27,1.48234687336331e-22,3.82501419181941e-27,3.70586718340827e-23,3.70615405947265e-23,7.74053263256076e-05,0.999922594673674
"95",-10.6,"Plain",6.90722189978482e-27,2.87476211306343e-22,9.2096291997131e-27,7.18690528265857e-23,7.18759600484855e-23,9.60991949898882e-05,0.99990390080501
"96",-10.5,"Plain",1.65227781991113e-26,5.55001869651421e-22,2.20303709321484e-26,1.38750467412855e-22,1.38766990191054e-22,0.000119068505963578,0.999880931494036
"97",-10.4,"Plain",3.92675050513553e-26,1.06666351979791e-21,5.23566734018071e-26,2.66665879949477e-22,2.66705147454529e-22,0.000147231897944715,0.999852768102055
"98",-10.3,"Plain",9.27158777643481e-26,2.04080214087287e-21,1.23621170352464e-25,5.10200535218216e-22,5.10293251095981e-22,0.000181691365827821,0.999818308634172
"99",-10.2,"Plain",2.17493103702192e-25,3.88700252438062e-21,2.89990804936257e-25,9.71750631095154e-22,9.71968124198856e-22,0.00022376567532136,0.999776234324679
"100",-10.1,"Plain",5.06882664014539e-25,7.3700291707736e-21,6.75843552019386e-25,1.8425072926934e-21,1.84301417535741e-21,0.00027502917274971,0.99972497082725
"101",-10,"Plain",1.1736536560637e-24,1.39111826745561e-20,1.56487154141826e-24,3.47779566863903e-21,3.47896932229509e-21,0.000337356713249036,0.999662643286751
"102",-9.9,"Plain",2.6998711894403e-24,2.61396256090999e-20,3.59982825258707e-24,6.53490640227498e-21,6.53760627346442e-21,0.00041297549538871,0.999587024504611
"103",-9.8,"Plain",6.17044809847897e-24,4.88962029396185e-20,8.2272641313053e-24,1.22240507349046e-20,1.22302211830031e-20,0.000504524653000906,0.999495475346999
"104",-9.7,"Plain",1.40107354716411e-23,9.10523941633526e-20,1.86809806288547e-23,2.27630985408381e-20,2.27771092763098e-20,0.00061512351289518,0.999384876487105
"105",-9.6,"Plain",3.16064510787854e-23,1.68790526213464e-19,4.21419347717139e-23,4.21976315533659e-20,4.22292380044447e-20,0.00074844947653232,0.999251550523468
"106",-9.5,"Plain",7.08371541097961e-23,3.11490802137791e-19,9.44495388130615e-23,7.78727005344479e-20,7.79435376885577e-20,0.000908826519946312,0.999091173480054
"107",-9.4,"Plain",1.57730996391086e-22,5.72246110824716e-19,2.10307995188115e-22,1.43061527706179e-19,1.4321925870257e-19,0.00110132532328388,0.998898674676716
"108",-9.3,"Plain",3.48934217052814e-22,1.04655229649017e-18,4.65245622737085e-22,2.61638074122542e-19,2.61987008339595e-19,0.00133187603180886,0.998668123968191
"109",-9.2,"Plain",7.66903362902996e-22,1.90537070181768e-18,1.02253781720399e-21,4.7634267545442e-19,4.77109578817323e-19,0.00160739460482857,0.998392605395171
"110",-9.1,"Plain",1.67458923804068e-21,3.45333327626124e-18,2.2327856507209e-21,8.6333331906531e-19,8.65007908303351e-19,0.00193592361638087,0.998064076383619
"111",-9,"Plain",3.63284208572577e-21,6.23071614968902e-18,4.84378944763435e-21,1.55767903742226e-18,1.56131187950798e-18,0.00232678821791236,0.997673211782088
"112",-8.9,"Plain",7.82988376667698e-21,1.11912320925425e-17,1.0439845022236e-20,2.79780802313561e-18,2.80563790690229e-18,0.00279076774212891,0.997209232257871
"113",-8.8,"Plain",1.67662014751681e-20,2.00105166164111e-17,2.23549353002241e-20,5.00262915410279e-18,5.01939535557795e-18,0.00334028309934505,0.996659716900655
"114",-8.7,"Plain",3.56684811877864e-20,3.56187900143233e-17,4.75579749170485e-20,8.90469750358083e-18,8.94036598476862e-18,0.00398959967058994,0.99601040032941
"115",-8.6,"Plain",7.53885037289943e-20,6.31161480172589e-17,1.00518004971992e-19,1.57790370043147e-17,1.58544255080437e-17,0.00475504481009079,0.995244955189909
"116",-8.5,"Plain",1.58305571977734e-19,1.11337706909199e-16,2.11074095970311e-19,2.78344267272997e-17,2.79927322992774e-17,0.0056552383056162,0.994344761694384
"117",-8.4,"Plain",3.30261424210678e-19,1.95516998494332e-16,4.40348565614237e-19,4.88792496235831e-17,4.92095110477937e-17,0.00671133317886288,0.993288666821137
"118",-8.3,"Plain",6.84526188874091e-19,3.41796202483232e-16,9.12701585165455e-19,8.5449050620808e-17,8.61335768096821e-17,0.00794726300971568,0.992052736990284
"119",-8.2,"Plain",1.40959015433116e-18,5.94826635732257e-16,1.87945353910821e-18,1.48706658933064e-16,1.50116249087395e-16,0.00938999051002475,0.990610009489975
"120",-8.1,"Plain",2.88380717280471e-18,1.03051435190989e-15,3.84507623040628e-18,2.57628587977471e-16,2.60512395150276e-16,0.0110697503323832,0.988930249667617
"121",-8,"Plain",5.86151861312072e-18,1.77728937335412e-15,7.81535815082763e-18,4.4432234333853e-16,4.50183861951651e-16,0.0130202770657075,0.986979722934293
"122",-7.9,"Plain",1.18365367210452e-17,3.05142504524409e-15,1.57820489613935e-17,7.62856261311022e-16,7.74692798032067e-16,0.015279007047843,0.984720992952157
"123",-7.8,"Plain",2.37470530130964e-17,5.21540130589543e-15,3.16627373507951e-17,1.30385032647386e-15,1.32759737948695e-15,0.0178872400473352,0.982112759952665
"124",-7.7,"Plain",4.73331452996723e-17,8.87387320507462e-15,6.3110860399563e-17,2.21846830126865e-15,2.26580144656833e-15,0.0208902440994381,0.979109755900562
"125",-7.6,"Plain",9.37327972282179e-17,1.50306987006468e-14,1.24977062970957e-16,3.7576746751617e-15,3.85140747238992e-15,0.0243372839410455,0.975662716058955
"126",-7.5,"Plain",1.84411653377351e-16,2.53446082094593e-14,2.45882204503135e-16,6.33615205236483e-15,6.52056370574218e-15,0.0282815507522691,0.971718449247731
"127",-7.4,"Plain",3.6045886939091e-16,4.25434257132619e-14,4.80611825854547e-16,1.06358564283155e-14,1.09963152977064e-14,0.0327799685287394,0.967220031471261
"128",-7.3,"Plain",6.99992910262219e-16,7.10918466973056e-14,9.33323880349625e-16,1.77729616743264e-14,1.84729545845886e-14,0.0378928507108549,0.962107149289145
"129",-7.2,"Plain",1.35052347393072e-15,1.18262647319796e-13,1.80069796524096e-15,2.9565661829949e-14,3.09161853038797e-14,0.0436833801019183,0.956316619898082
"130",-7.1,"Plain",2.58869690039828e-15,1.9584652043208e-13,3.45159586719771e-15,4.89616301080199e-14,5.15503270084182e-14,0.0502168861116156,0.949783113888384
"131",-7,"Plain",4.92981748494805e-15,3.22867689632672e-13,6.57308997993073e-15,8.0716922408168e-14,8.5646739893116e-14,0.0575598965132856,0.942440103486714
"132",-6.9,"Plain",9.32719483068145e-15,5.29875421104355e-13,1.24362597742419e-14,1.32468855276089e-13,1.4179605010677e-13,0.0657789467595058,0.934221053240494
"133",-6.8,"Plain",1.75324184299094e-14,8.65692043719674e-13,2.33765579065458e-14,2.16423010929919e-13,2.33955429359828e-13,0.0749391389543014,0.925060861045699
"134",-6.7,"Plain",3.27418470987763e-14,1.40797045003552e-12,4.36557961317017e-14,3.5199261250888e-13,3.84734459607656e-13,0.0851024551639218,0.914897544836078
"135",-6.6,"Plain",6.07484352269729e-14,2.27962870385926e-12,8.09979136359638e-14,5.69907175964814e-13,6.30655611191787e-13,0.0963258459116426,0.903674154088357
"136",-6.5,"Plain",1.1197925816764e-13,3.67430459610392e-12,1.49305677556854e-13,9.1857614902598e-13,1.03055540719362e-12,0.108659134080504,0.891340865919496
"137",-6.4,"Plain",2.05074021049172e-13,5.89558164355575e-12,2.73432028065562e-13,1.47389541088894e-12,1.67896943193811e-12,0.122142796139204,0.877857203860796
"138",-6.3,"Plain",3.73124940033381e-13,9.41713123189332e-12,4.97499920044508e-13,2.35428280797333e-12,2.72740774800671e-12,0.136805705089778,0.863194294910222
"139",-6.2,"Plain",6.74479075378401e-13,1.49744558518657e-11,8.99305433837868e-13,3.74361396296643e-12,4.41809303834483e-12,0.152662940667968,0.847337059332032
"140",-6.1,"Plain",1.21130428580158e-12,2.37041255990286e-11,1.61507238106877e-12,5.92603139975715e-12,7.13733568555873e-12,0.16971378945402,0.83028621054598
"141",-6,"Plain",2.16126787099997e-12,3.73540152839496e-11,2.88169049466662e-12,9.33850382098739e-12,1.14997716919874e-11,0.187940067758551,0.812059932241449
"142",-5.9,"Plain",3.8311972434031e-12,5.85991217755976e-11,5.10826299120414e-12,1.46497804438994e-11,1.84809776873025e-11,0.20730490065119,0.79269509934881
"143",-5.8,"Plain",6.74731516479972e-12,9.15135462570997e-11,8.99642021973296e-12,2.28783865642749e-11,2.96257017290746e-11,0.227752079140725,0.772247920859275
"144",-5.7,"Plain",1.1805871499217e-11,1.42272225664106e-10,1.5741161998956e-11,3.55680564160266e-11,4.73739279152436e-11,0.249206093282761,0.750793906717239
"145",-5.6,"Plain",2.05227558205852e-11,2.20188852729315e-10,2.73636744274469e-11,5.50472131823288e-11,7.5569969002914e-11,0.27157290245539,0.728427097544611
"146",-5.5,"Plain",3.54440935943712e-11,3.39243077513203e-10,4.72587914591616e-11,8.48107693783008e-11,1.20254862972672e-10,0.294741457586009,0.705258542413991
"147",-5.4,"Plain",6.08166707416917e-11,5.20315930300571e-10,8.10888943222556e-11,1.30078982575143e-10,1.90895653316835e-10,0.318585937840883,0.681414062159117
"148",-5.3,"Plain",1.03674507299741e-10,7.94444776217007e-10,1.38232676399655e-10,1.98611194054252e-10,3.02285701353993e-10,0.342968611599438,0.657031388400562
"149",-5.2,"Plain",1.755868099944e-10,1.20753789139495e-09,2.34115746659199e-10,3.01884472848737e-10,4.77471282843137e-10,0.367743184362535,0.632256815637465
"150",-5.1,"Plain",2.95448893684567e-10,1.82716717137150e-09,3.93931858246089e-10,4.56791792842874e-10,7.5224068652744e-10,0.392758460125899,0.607241539874101
"151",-5,"Plain",4.93904994681541e-10,2.75230312116577e-09,6.58539992908722e-10,6.88075780291441e-10,1.18198077497298e-09,0.417862121905351,0.582137878094649
"152",-4.9,"Plain",8.20304395442763e-10,4.1271922962338e-09,1.09373919392368e-09,1.03179807405845e-09,1.85210246950121e-09,0.442904433718334,0.557095566281666
"153",-4.8,"Plain",1.35355912150629e-09,6.16103404213178e-09,1.80474549534171e-09,1.54025851053295e-09,2.89381763203923e-09,0.467741680235894,0.532258319764106
"154",-4.7,"Plain",2.21896264788863e-09,9.15572996535381e-09,2.9586168638515e-09,2.28893249133845e-09,4.50789513922708e-09,0.492239189101699,0.507760810898301
"155",-4.6,"Plain",3.61404307294959e-09,1.35448064912738e-08,4.81872409726612e-09,3.38620162281844e-09,7.00024469576803e-09,0.516273820418656,0.483726179581344
"156",-4.5,"Plain",5.84799816170841e-09,1.99477123509347e-08,7.79733088227788e-09,4.98692808773368e-09,1.08349262494421e-08,0.53973585302526,0.46026414697474
"157",-4.4,"Plain",9.40138203889449e-09,2.92451499041586e-08,1.25351760518593e-08,7.31128747603965e-09,1.67126695149341e-08,0.56253024272954,0.43746975727046
"158",-4.3,"Plain",1.50157402031766e-08,4.26830130496585e-08,2.00209869375688e-08,1.06707532624146e-08,2.56864934655913e-08,0.584577269111924,0.415422730888076
"159",-4.2,"Plain",2.38271643688277e-08,6.2015000186243e-08,3.17695524917703e-08,1.55037500465608e-08,3.93309144153885e-08,0.605812621521588,0.394187378478412
"160",-4.1,"Plain",3.75637158333823e-08,8.96972012007538e-08,5.00849544445098e-08,2.24243003001884e-08,5.99880161335708e-08,0.626186999579084,0.373813000420916
"161",-4,"Plain",5.88349383680765e-08,1.29152107523888e-07,7.84465844907687e-08,3.2288026880972e-08,9.11229652490485e-08,0.64566531836705,0.35433468163295
"162",-3.9,"Plain",9.15530105542768e-08,1.85124784284962e-07,1.22070680739036e-07,4.62811960712406e-08,1.37834206625517e-07,0.664225614204881,0.335774385795119
"163",-3.8,"Plain",1.41540435490671e-07,2.64160632713649e-07,1.88720580654228e-07,6.60401581784124e-08,2.07580593669083e-07,0.681857744931152,0.318142255068848
"164",-3.7,"Plain",2.17399727706345e-07,3.75242559373754e-07,2.8986630360846e-07,9.38106398434384e-08,3.11210367549784e-07,0.698561970855833,0.301438029144166
"165",-3.6,"Plain",3.31747787185171e-07,5.30635798222417e-07,4.42330382913562e-07,1.32658949555604e-07,4.64406736740776e-07,0.714347490980407,0.285652509019593
"166",-3.5,"Plain",5.02953279494139e-07,7.47001482964993e-07,6.70604372658852e-07,1.86750370741248e-07,6.89703650235387e-07,0.729230995547852,0.270769004452148
"167",-3.4,"Plain",7.5756137653293e-07,1.04685575582071e-06,1.01008183537724e-06,2.61713938955177e-07,1.01927531548811e-06,0.743235281990668,0.256764718009332
"168",-3.3,"Plain",1.13364891151774e-06,1.46047016374579e-06,1.51153188202365e-06,3.65117540936446e-07,1.49876645245419e-06,0.756387968026255,0.243612031973745
"169",-3.2,"Plain",1.68542680582852e-06,2.02833178174933e-06,2.24723574110469e-06,5.07082945437333e-07,2.19250975126585e-06,0.768720323754744,0.231279676245256
"170",-3.1,"Plain",2.48949804180808e-06,2.8043083479065e-06,3.31933072241077e-06,7.01077086976626e-07,3.1905751287847e-06,0.780266234557007,0.219733765442993
"171",-3,"Plain",3.65329087222524e-06,3.85969508272198e-06,4.87105449630032e-06,9.64923770680496e-07,4.61821464290574e-06,0.791061298512237,0.208938701487763
"172",-2.9,"Plain",5.32632037206174e-06,5.28835609611294e-06,7.10176049608232e-06,1.32208902402823e-06,6.64840939608998e-06,0.801142055902007,0.198857944097993
"173",-2.8,"Plain",7.7150880920044e-06,7.2132145186935e-06,1.02867841226725e-05,1.80330362967338e-06,9.51839172167777e-06,0.810545343961163,0.189454656038837
"174",-2.7,"Plain",1.11026094706588e-05,9.79439168756637e-06,1.48034792942117e-05,2.44859792189159e-06,1.35512073925504e-05,0.819307767126516,0.180692232873484
"175",-2.6,"Plain",1.58737599823995e-05,1.32393465494385e-05,2.1165013309866e-05,3.30983663735963e-06,1.91835966197592e-05,0.827465271347997,0.172534728652003
"176",-2.5,"Plain",2.25478493922041e-05,1.78154212297645e-05,3.00637991896055e-05,4.45385530744113e-06,2.70017046996452e-05,0.835052810295357,0.164947189704643
"177",-2.4,"Plain",3.18200612973965e-05,2.3865256309322e-05,4.24267483965286e-05,5.9663140773305e-06,3.7786375374727e-05,0.842104091271982,0.157895908728018
"178",-2.3,"Plain",4.46136205519747e-05,3.18255980399719e-05,5.94848274026329e-05,7.95639950999298e-06,5.25700200619677e-05,0.848651389126079,0.151348610873921
"179",-2.2,"Plain",6.21447574200811e-05,4.22500771437948e-05,8.28596765601082e-05,1.05625192859487e-05,7.27072767060298e-05,0.854725417255619,0.145274582744381
"180",-2.1,"Plain",8.60027019403618e-05,5.58365918335311e-05,0.000114670269253816,1.39591479583828e-05,9.99618498987446e-05,0.860355245801047,0.139644754198953
"181",-2,"Plain",0.000118247036380868,7.34599722758382e-05,0.00015766271517449,1.83649930689596e-05,0.000136612029449827,0.865568258205956,0.134431741794044
"182",-1.9,"Plain",0.000161524722904273,9.6210634988271e-05,0.000215366297205698,2.40526587470677e-05,0.000185577381651341,0.870390138426151,0.129609861573849
"183",-1.8,"Plain",0.000219208966825502,0.000125439947773666,0.000292278622434003,3.13599869434164e-05,0.000250568953768919,0.87484488213038,0.12515511786962
"184",-1.7,"Plain",0.000295561727508006,0.000162813011994756,0.000394082303344008,4.0703252998689e-05,0.000336264980506695,0.878954826228541,0.121045173771458
"185",-1.6,"Plain",0.000395921100556292,0.000210369521693866,0.000527894800741722,5.25923804234664e-05,0.000448513480979758,0.882740691966314,0.117259308033686
"186",-1.5,"Plain",0.000526913918206296,0.000270593270025354,0.000702551890941728,6.76483175063386e-05,0.000594562235712634,0.886221637630153,0.113778362369847
"187",-1.4,"Plain",0.000696692705583459,0.000346490734051768,0.000928923607444612,8.66226835129419e-05,0.000783315389096401,0.889415317611893,0.110584682388107
"188",-1.3,"Plain",0.000915194554054329,0.000441678970485962,0.00122025940540577,0.00011041974262149,0.00102561429667582,0.892337945191113,0.107662054808887
"189",-1.2,"Plain",0.0011944175100261,0.000560482789214229,0.0015925566800348,0.000140120697303557,0.00133453820732966,0.895004356912395,0.104995643087605
"190",-1.1,"Plain",0.00154870773143796,0.000708040831221128,0.00206494364191728,0.000177010207805282,0.00172571793924324,0.897428076871644,0.102571923128356
"191",-1,"Plain",0.0019950479676297,0.000890419757407506,0.0026600639568396,0.000222604939351877,0.00221765290698157,0.899621379589621,0.100378620410379
"192",-0.899999999999999,"Plain",0.00255333494057658,0.00111473525183486,0.00340444658743544,0.000278683812958716,0.0028320187535353,0.90159535045069,0.0984046495493103
"193",-0.799999999999997,"Plain",0.00324663005836511,0.00138927795762649,0.00432884007782015,0.000347319489406621,0.00359394954777174,0.903359942929093,0.0966400570709071
"194",-0.699999999999999,"Plain",0.00410136473334097,0.00172364180088284,0.0054684863111213,0.00043091045022071,0.00453227518356168,0.904924032021798,0.095075967978202
"195",-0.599999999999998,"Plain",0.00514747861311403,0.00212885142746119,0.00686330481748537,0.000532212856865298,0.00567969146997933,0.906295463463399,0.0937045365366009
"196",-0.5,"Plain",0.00641846651272762,0.00261748469521342,0.0085579553503035,0.000654371173803356,0.00707283768653098,0.907481098421148,0.0925189015788521
"197",-0.399999999999999,"Plain",0.00795130804810279,0.00320378535273959,0.0106017440641371,0.000800946338184897,0.00875225438628769,0.908486853462606,0.0915131465373942
"198",-0.299999999999997,"Plain",0.00978625322595758,0.00390376022433944,0.0130483376346101,0.000975940056084861,0.0107621932820424,0.90931773565958,0.0906822643404196
"199",-0.199999999999999,"Plain",0.0119664378612802,0.00473525444612465,0.0159552504817069,0.00118381361153116,0.0131502514728113,0.909977872744202,0.0900221272557978
"200",-0.0999999999999979,"Plain",0.0145373049697337,0.00571799760339721,0.0193830732929783,0.0014294994008493,0.015966804370583,0.910470538269825,0.0895294617301748
"201",0,"Plain",0.0175458124726761,0.00687361305352142,0.0233944166302347,0.00171840326338035,0.0192642157360564,0.910798171754064,0.0892018282459356
"202",0.100000000000001,"Plain",0.0210394138331599,0.00822558233529515,0.0280525517775465,0.00205639558382379,0.0230958094169837,0.910962393796357,0.0890376062036432
"203",0.200000000000003,"Plain",0.0250648066796006,0.00979915642157324,0.0334197422394674,0.00244978910539331,0.0275145957849939,0.910964016170305,0.089035983829695
"204",0.300000000000001,"Plain",0.0296664549980713,0.0116212057230859,0.0395552733307617,0.00290530143077147,0.0325717564288427,0.910803046893756,0.0891969531062436
"205",0.400000000000002,"Plain",0.0348849028491452,0.0137200012516102,0.0465132037988602,0.00343000031290255,0.0383149031620477,0.910478690278928,0.0895213097210718
"206",0.5,"Plain",0.0407549113761065,0.0161249202471199,0.0543398818348087,0.00403123006177997,0.0447861414378865,0.909989341962606,0.0900106580373942
"207",0.600000000000001,"Plain",0.0473034655199957,0.0188660709033148,0.0630712873599943,0.00471651772582869,0.0520199832458244,0.909332578914137,0.0906674210858628
"208",0.700000000000003,"Plain",0.0545477115723785,0.0219738326119228,0.0727302820965046,0.00549345815298071,0.0600411697253592,0.908505144418256,0.0914948555817439
"209",0.800000000000001,"Plain",0.0624929005626444,0.0254783103932958,0.0833238674168592,0.00636957759832395,0.0688624781609683,0.907502928032377,0.0924970719676229
"210",0.900000000000002,"Plain",0.0711304244758272,0.0294087048723993,0.0948405659677696,0.00735217621809982,0.078482600693927,0.906320940525755,0.0936790594742451
"211",1,"Plain",0.0804360413721082,0.0337926022541875,0.107248055162811,0.00844815056354689,0.0888841919356551,0.904953283822812,0.0950467161771877
"212",1.1,"Plain",0.0903683906071402,0.0386551921828741,0.120491187476187,0.00966379804571852,0.100032188652859,0.903393115997344,0.0966068840026559
"213",1.2,"Plain",0.100867899627258,0.0440184250407535,0.134490532836344,0.0110046062601884,0.111872505887446,0.901632611400875,0.0983673885991253
"214",1.3,"Plain",0.11185617853331,0.0499001240323239,0.149141571377747,0.012475031008081,0.124331209541391,0.899662916060284,0.100337083939716
"215",1.4,"Plain",0.12323598735434,0.0563130711623574,0.164314649805787,0.0140782677905893,0.13731425514493,0.897474098550582,0.102525901449418
"216",1.5,"Plain",0.134891843685782,0.0632640897857833,0.179855791581043,0.0158160224464458,0.150707866132228,0.895055096642606,0.104944903357395
"217",1.6,"Plain",0.146691315368838,0.0707531496016904,0.195588420491784,0.0176882874004226,0.164379602769261,0.892393660147411,0.107606339852589
"218",1.7,"Plain",0.158487014987732,0.0787725225951973,0.211316019983642,0.0196931306487993,0.178180145636531,0.889476290534798,0.110523709465202
"219",1.8,"Plain",0.170119281326551,0.0873060203130093,0.226825708435401,0.0218265050782523,0.191945786404803,0.886288178099302,0.113711821900698
"220",1.9,"Plain",0.181419499116714,0.0963283438165244,0.241892665488952,0.0240820859541311,0.205501585070845,0.882813137690257,0.117186862309743
"221",2,"Plain",0.192213974272568,0.10580457753816,0.256285299030091,0.02645114438454,0.218665118657108,0.879033544321176,0.120966455678825
"222",2.1,"Plain",0.202328249391795,0.11568985695295,0.26977099918906,0.0289224642382374,0.231250713630032,0.874930270336336,0.125069729663664
