"","theta","phys","Ppu","Ps","Pu","Pps","PpAll","PsiU","PsiS"
"808",15.6,"Ridge",9.24055782073942e-08,0.00817205928920051,1.36176641568791e-07,0.00262673334295731,0.00262682574853551,3.51776581522057e-05,0.999964822341848
"809",15.7,"Ridge",7.24247732189291e-08,0.00761423690696227,1.06731244743685e-07,0.00244743329152359,0.00244750571629681,2.95912580455629e-05,0.999970408741954
"810",15.8,"Ridge",5.66461198078368e-08,0.00708799502905022,8.3478492348391e-08,0.00227828411648043,0.00227834076260024,2.4862882997005e-05,0.999975137117003
"811",15.9,"Ridge",4.42127223153657e-08,0.00659208147136568,6.51555907805389e-08,0.00211888333008183,0.00211892754280414,2.08656131095713e-05,0.99997913438689
"812",16,"Ridge",3.44364531517884e-08,0.00612525073029801,5.07484572763197e-08,0.0019688305918815,0.00196886502833466,1.74905098400352e-05,0.99998250949016
"813",16.1,"Ridge",2.67660101958447e-08,0.00568626791491813,3.94446466044027e-08,0.00182772897265226,0.00182775573866245,1.46441943141877e-05,0.999985355805686
"814",16.2,"Ridge",2.07607448736902e-08,0.00527391235564066,3.05947819191224e-08,0.00169518611431307,0.00169520687505794,1.22467323482159e-05,0.999987753267652
"815",16.3,"Ridge",1.6069275307168e-08,0.004886980893151,2.36810372947738e-08,0.00157081528708425,0.00157083135635956,1.02297902585857e-05,0.999989770209741
"816",16.4,"Ridge",1.24120557824003e-08,0.00452429085309644,1.82914506266952e-08,0.00145423634563814,0.00145424875769392,8.53502931787458e-06,0.999991464970682
"817",16.5,"Ridge",9.56720794520539e-09,0.00418468271358394,1.40990432876711e-08,0.00134507658650912,0.00134508615371707,7.11271015523203e-06,0.999992887289845
"818",16.6,"Ridge",7.3590334302768e-09,0.0038670224739091,1.08448913709342e-08,0.00124297150947078,0.00124297886850421,5.92048152768082e-06,0.999994079518472
"819",16.7,"Ridge",5.64872465289802e-09,0.00357020373416095,8.32443633058655e-09,0.0011475654859803,0.00114757113470496,4.92233072274889e-06,0.999995077669277
"820",16.8,"Ridge",4.32687254728009e-09,0.0032931494964105,6.37644375388645e-09,0.00105851233813195,0.0010585166650045,4.08767541440806e-06,0.999995912324586
"821",16.9,"Ridge",3.30743918521524e-09,0.00303481369909801,4.87412090452772e-09,0.000975475831852932,0.000975479139292117,3.39057910312195e-06,0.999996609420897
"822",17,"Ridge",2.5229212780814e-09,0.00279418249699023,3.71798925190943e-09,0.000898130088318288,0.000898132611239566,2.80907434660386e-06,0.999997190925653
"823",17.1,"Ridge",1.92047916164927e-09,0.00257027529969161,2.83017981716735e-09,0.000826159917758018,0.00082616183823718,2.32457984956929e-06,0.99999767542015
"824",17.2,"Ridge",1.45884639401879e-09,0.00236214558216512,2.14987889644874e-09,0.000759261079981645,0.000759262538828039,1.92139914642779e-06,0.999998078600854
"825",17.3,"Ridge",1.10586878807861e-09,0.0021688814810606,1.62970137190533e-09,0.000697140476055194,0.000697141581923982,1.586290097668e-06,0.999998413709902
"826",17.4,"Ridge",8.36549613199221e-10,0.0019896061908655,1.23280995629359e-09,0.00063951627563534,0.000639517112184953,1.30809574483643e-06,0.999998691904255
"827",17.5,"Ridge",6.31500752194353e-10,0.00182347817399413,9.3063268744431e-10,0.000586117984498113,0.000586118615998865,1.07742824567711e-06,0.999998922571754
"828",17.6,"Ridge",4.75718574785736e-10,0.00166969119892632,7.01058952315822e-10,0.000536686456797747,0.000536686932516322,8.8639865434262e-07,0.999999113601346
"829",17.7,"Ridge",3.57618859220812e-10,0.0015274742204014,5.27017266220144e-10,0.000490973856557593,0.000490974214176452,7.28386234744879e-07,0.999999271613765
"830",17.8,"Ridge",2.68277830297918e-10,0.00139609111547989,3.953568025443e-10,0.000448743572832821,0.000448743841110651,5.97841810227243e-07,0.99999940215819
"831",17.9,"Ridge",2.00836768379367e-10,0.00127484028901072,2.95969974453805e-10,0.000409770092896304,0.000409770293733072,4.90120370975926e-07,0.999999509879629
"832",18,"Ridge",1.50036087805291e-10,0.00116305416169527,2.21105813607797e-10,0.000373838837687767,0.000373838987723854,4.01338792186435e-07,0.999999598661208
"833",18.1,"Ridge",1.11851626965521e-10,0.00106009855353064,1.64833976580767e-10,0.000340745963634849,0.000340746075486476,3.28255070306628e-07,0.99999967174493
"834",18.2,"Ridge",8.32114226854378e-11,0.000965371974950821,1.22627359746961e-10,0.000310298134805621,0.000310298218017044,2.68165970198602e-07,0.99999973183403
"835",18.3,"Ridge",6.177569733084e-11,0.000878304837475228,9.10378697507116e-11,0.000282312269188466,0.000282312330964164,2.1882040051124e-07,0.999999781179599
"836",18.4,"Ridge",4.57663663898115e-11,0.000798358595126503,6.74451715218274e-11,0.000256615262719233,0.0002566153084856,1.78346204908425e-07,0.999999821653795
"837",18.5,"Ridge",3.38352412310643e-11,0.000725024827301868,4.98624607615684e-11,0.000233043694489886,0.000233043728325128,1.45188379340806e-07,0.999999854811621
"838",18.6,"Ridge",2.49623914142953e-11,0.000657824273181559,3.67866820842246e-11,0.000211443516379787,0.000211443541342178,1.18057005930953e-07,0.999999881942994
"839",18.7,"Ridge",1.83779543203628e-11,0.000596305827140883,2.70833011036926e-11,0.000191669730152427,0.000191669748530381,9.58834373252688e-08,0.999999904116563
"840",18.8,"Ridge",1.35021277953645e-11,0.000540045504005333,1.98978725405372e-11,0.000173586054858857,0.000173586068360985,7.77834760753142e-08,0.999999922216524
"841",18.9,"Ridge",9.89922802396622e-12,0.000488645382357238,1.45883360353186e-11,0.000157064587186255,0.000157064597085483,6.3026475779125e-08,0.999999936973524
"842",19,"Ridge",7.2426001538535e-12,0.000441732533472432,1.06733054898894e-11,0.000141985457187567,0.000141985464430168,5.1009447924267e-08,0.999999948990552
"843",19.1,"Ridge",5.2878820385424e-12,0.000398957942841601,7.79266826732564e-12,0.000128236481627657,0.000128236486915539,4.12353938082003e-08,0.999999958764606
"844",19.2,"Ridge",3.85268120916796e-12,0.000359995430617484,5.67763546614225e-12,0.000115712816984191,0.000115712820836873,3.32951973800666e-08,0.999999966704803
"845",19.3,"Ridge",2.80116349861285e-12,0.000324540576729742,4.12803041900841e-12,0.000104316613948846,0.000104316616750009,2.68525148330465e-08,0.999999973147485
"846",19.4,"Ridge",2.03239402639457e-12,0.000292309655827597,2.99510698626568e-12,9.3956675087442e-05,9.3956677119836e-05,2.1631182462981e-08,0.999999978368817
"847",19.5,"Ridge",1.47153782032529e-12,0.000263038586648905,2.1685820510057e-12,8.4548117137148e-05,8.45481186086859e-05,1.74047376161735e-08,0.999999982595262
"848",19.6,"Ridge",1.0632343884608e-12,0.000236481899875761,1.56687173036329e-12,7.60120392457802e-05,7.60120403090146e-05,1.39877101593168e-08,0.99999998601229
"849",19.7,"Ridge",7.66620923424354e-13,0.000212411728022965,1.12975715030957e-12,6.8275198293096e-05,6.82751990597169e-05,1.12283952882192e-08,0.999999988771605
"850",19.8,"Ridge",5.51602707750685e-13,0.000190616820418163,8.12888200895746e-13,6.12696922772665e-05,6.12696928288692e-05,9.00286393292931e-09,0.999999990997136
"851",19.9,"Ridge",3.96064737526195e-13,0.000170901585872625,5.83674350038603e-13,5.4932652601915e-05,5.49326529979798e-05,7.2100056325472e-09,0.999999992789994
"852",20,"Ridge",2.83791925068283e-13,0.00015308516521006,4.18219679047995e-13,4.92059459603765e-05,4.92059462441684e-05,5.76743151447709e-09,0.999999994232568
"853",20.1,"Ridge",2.02921450254936e-13,0.000137000535418139,2.990421372178e-13,4.40358863844017e-05,4.40358865873231e-05,4.60809276208264e-09,0.999999995391907
"854",20.2,"Ridge",1.44793794160411e-13,0.000122493646813799,2.13380328236395e-13,3.93729579044354e-05,3.93729580492292e-05,3.67749342021422e-09,0.999999996322506
"855",20.3,"Ridge",1.03101742886248e-13,0.00010942259426871,1.51939410569208e-13,3.51715481577998e-05,3.51715482609015e-05,2.93139619903686e-09,0.999999997068604
"856",20.4,"Ridge",7.32615550520744e-14,9.7656823225284e-05,1.07964396918847e-13,3.13896931795556e-05,3.13896932528171e-05,2.33393663525206e-09,0.999999997666063
"857",20.5,"Ridge",5.19493749009522e-14,8.70763709457327e-05,7.65569735382453e-14,2.79888335182712e-05,2.79888335702206e-05,1.85607502258418e-09,0.999999998143925
"858",20.6,"Ridge",3.67602610588921e-14,7.75711431761929e-05,5.41730162973146e-14,2.49335817352049e-05,2.49335817719651e-05,1.47432733070965e-09,0.999999998525673
"859",20.7,"Ridge",2.59579812988029e-14,6.9040226173977e-05,3.82538671771832e-14,2.21915012702069e-05,2.21915012961649e-05,1.16972623674131e-09,0.999999998830274
"860",20.8,"Ridge",1.82918365054858e-14,6.13912338375411e-05,2.69563906396633e-14,1.97328965906382e-05,1.973289660893e-05,9.26971689356945e-10,0.999999999073028
"861",20.9,"Ridge",1.28628668528004e-14,5.45396894946906e-05,1.89558037830743e-14,1.75306144804363e-05,1.75306144932991e-05,7.33737363155015e-10,0.999999999266263
"862",21,"Ridge",9.02635281382431e-15,4.84084417436002e-05,1.33019936203727e-14,1.55598562747286e-05,1.5559856283755e-05,5.80105153236417e-10,0.999999999419895
"863",21.1,"Ridge",6.32092886638749e-15,4.29271136021668e-05,9.31505306625524e-15,1.37980008006965e-05,1.37980008070174e-05,4.58104688845415e-10,0.999999999541895
"864",21.2,"Ridge",4.41716445307405e-15,3.80315841027036e-05,6.50950550979334e-15,1.22244377472976e-05,1.22244377517148e-05,3.61338864231563e-10,0.999999999638661
"865",21.3,"Ridge",3.08035167572018e-15,3.36635013696226e-05,4.53946562737711e-15,1.08204111545215e-05,1.08204111576019e-05,2.84679725276066e-10,0.99999999971532
"866",21.4,"Ridge",2.14363629709227e-15,2.97698261362272e-05,3.15904296413598e-15,9.56887268664447e-06,9.56887268878811e-06,2.24021822299295e-10,0.999999999775978
"867",21.5,"Ridge",1.48866154586522e-15,2.63024045916156e-05,2.19381701495927e-15,8.45434433301929e-06,8.45434433450796e-06,1.76082436078334e-10,0.999999999823918
"868",21.6,"Ridge",1.03165599338912e-15,2.32175693986432e-05,1.52033514815238e-15,7.46279016384961e-06,7.46279016488127e-06,1.38239984053676e-10,0.99999999986176
"869",21.7,"Ridge",7.13457172680857e-16,2.04757676875893e-05,1.05141057026653e-15,6.58149675672512e-06,6.58149675743858e-06,1.08403483124791e-10,0.999999999891596
"870",21.8,"Ridge",4.92373849274802e-16,1.80412148062713e-05,7.2560356735234e-16,5.79896190201578e-06,5.79896190250816e-06,8.49072398737163e-11,0.999999999915093
"871",21.9,"Ridge",3.39090885679757e-16,1.58815725946546e-05,4.99712884159641e-16,5.10479119113898e-06,5.10479119147807e-06,6.64260050922032e-11,0.999999999933574
"872",22,"Ridge",2.33040456291473e-16,1.39676509492533e-05,3.43428040850592e-16,4.48960209083142e-06,4.48960209106446e-06,5.19067061099441e-11,0.999999999948093
"873",22.1,"Ridge",1.59823484400409e-16,1.22731314486938e-05,2.35529345432181e-16,3.94493510850874e-06,3.94493510866856e-06,4.05135902107019e-11,0.999999999959487
"874",22.2,"Ridge",1.09381515159594e-16,1.07743118256142e-05,1.61193811814138e-16,3.46317165823314e-06,3.46317165834252e-06,3.15842025607082e-11,0.999999999968416
"875",22.3,"Ridge",7.47035675721464e-17,9.44987009056234e-06,1.10089468001058e-16,3.03745824339504e-06,3.03745824346974e-06,2.45941051972491e-11,0.999999999975406
"876",22.4,"Ridge",5.09134841235647e-17,8.28064713979533e-06,7.50303976557796e-17,2.6616365806485e-06,2.66163658069941e-06,1.91286385574795e-11,0.999999999980871
"877",22.5,"Ridge",3.46272785405637e-17,7.24944670994818e-06,5.10296736387254e-17,2.3301792996262e-06,2.33017929966083e-06,1.48603493926857e-11,0.99999999998514
"878",22.6,"Ridge",2.350162923486e-17,6.34085157762505e-06,3.46339799250568e-17,2.03813086423662e-06,2.03813086426012e-06,1.15309716598553e-11,0.999999999988469
"879",22.7,"Ridge",1.59173823310896e-17,5.54105494029812e-06,2.34571950142373e-17,1.78105337366725e-06,1.78105337368317e-06,8.93706082382745e-12,0.999999999991063
"880",22.8,"Ridge",1.07581945324342e-17,4.83770595578125e-06,1.58541814162189e-17,1.55497691435826e-06,1.55497691436902e-06,6.91855578884895e-12,0.999999999993081
"881",22.9,"Ridge",7.25606568536519e-18,4.21976846035466e-06,1.06931494310645e-17,1.35635414797114e-06,1.3563541479784e-06,5.34968370626516e-12,0.99999999999465
"882",23,"Ridge",4.88379117139956e-18,3.67739192977083e-06,7.19716593679935e-18,1.1820188345692e-06,1.18201883457408e-06,4.13173718433966e-12,0.999999999995868
"883",23.1,"Ridge",3.28025066977095e-18,3.20179379237156e-06,4.83405361860982e-18,1.02914800469086e-06,1.02914800469414e-06,3.18734589661459e-12,0.999999999996813
"884",23.2,"Ridge",2.19862442179016e-18,2.78515224893223e-06,3.24007809526971e-18,8.95227508585359e-07,8.95227508587558e-07,2.45593930112697e-12,0.999999999997544
"885",23.3,"Ridge",1.47058160768239e-18,2.42050879922481e-06,2.16717289553194e-18,7.78020685465119e-07,7.7802068546659e-07,1.89015746644379e-12,0.99999999999811
"886",23.4,"Ridge",9.81570007571695e-19,2.10167972031018e-06,1.4465242216846e-18,6.75539910099701e-07,6.75539910100683e-07,1.45301557005773e-12,0.999999999998547
"887",23.5,"Ridge",6.53803885244476e-19,1.8231757859289e-06,9.63500462465544e-19,5.8602078833429e-07,5.86020788334944e-07,1.11566671056521e-12,0.999999999998884
"888",23.6,"Ridge",4.34578044905121e-19,1.58012955980616e-06,6.40430803018073e-19,5.07898787080552e-07,5.07898787080987e-07,8.55639068174868e-13,0.999999999999144
"889",23.7,"Ridge",2.88258507676461e-19,1.36822963800356e-06,4.24802011312679e-19,4.39788097929715e-07,4.39788097930003e-07,6.55448633178654e-13,0.999999999999345
"890",23.8,"Ridge",1.90805352567194e-19,1.18366125646206e-06,2.8118683536218e-19,3.80462546719949e-07,3.80462546720139e-07,5.01508898082276e-13,0.999999999999499
"891",23.9,"Ridge",1.26035544128187e-19,1.02305271944513e-06,1.85736591346802e-19,3.28838374107364e-07,3.2883837410749e-07,3.83275049544517e-13,0.999999999999617
"892",24,"Ridge",8.30786814627867e-20,8.8342714259525e-07,1.22431741103054e-19,2.83958724405616e-07,2.83958724405699e-07,2.92573090109005e-13,0.999999999999707
"893",24.1,"Ridge",5.46487480689112e-20,7.6215904068005e-07,8.05349971541849e-20,2.44979691647159e-07,2.44979691647214e-07,2.23074605496724e-13,0.999999999999777
"894",24.2,"Ridge",3.58727694828336e-20,6.56935324766601e-07,5.28651339747021e-20,2.11157782960693e-07,2.11157782960729e-07,1.69886086981246e-13,0.99999999999983
"895",24.3,"Ridge",2.34986906353455e-20,5.65720306488162e-07,3.46296493573512e-20,1.81838669942623e-07,1.81838669942647e-07,1.2922823645134e-13,0.999999999999871
"896",24.4,"Ridge",1.53608938548178e-20,4.86724338242489e-07,2.26371067334157e-20,1.564471087208e-07,1.56447108720815e-07,9.81858596200061e-14,0.999999999999902
"897",24.5,"Ridge",1.0020361277963e-20,4.18375747583225e-07,1.47668481991033e-20,1.34477918866037e-07,1.34477918866047e-07,7.45130603035597e-14,0.999999999999925
"898",24.6,"Ridge",6.52295435296063e-21,3.59295751753759e-07,9.61277483594198e-21,1.15487920206565e-07,1.15487920206572e-07,5.64817025130688e-14,0.999999999999943
"899",24.7,"Ridge",4.23739906271051e-21,3.08276064293422e-07,6.24458809241549e-21,9.9088734951457e-08,9.90887349514613e-08,4.27636811064972e-14,0.999999999999957
"900",24.8,"Ridge",2.7469354902921e-21,2.6425892995815e-07,4.04811545937784e-21,8.49403703436912e-08,8.4940370343694e-08,3.2339575153454e-14,0.999999999999968
"901",24.9,"Ridge",1.7770171622532e-21,2.26319346889799e-07,2.61876213384683e-21,7.27455043574354e-08,7.27455043574372e-08,2.4427862284407e-14,0.999999999999976
"902",25,"Ridge",1.14717282714237e-21,1.93649256094177e-07,1.69057048210454e-21,6.2244403744557e-08,6.22444037445581e-08,1.84301360143186e-14,0.999999999999981
